"","subject","mean_incongruent","mean_congruent","contrast"
"112",28,0.840768181818182,0.737920454545455,0.102847727272727
"114",33,0.6895,0.613341666666667,0.0761583333333332
"115",35,0.814472340425532,0.687464583333333,0.127007757092199
"116",36,0.595476086956522,0.5647,0.0307760869565218
"117",52,0.48326170212766,0.465557446808511,0.0177042553191488
"118",60,0.727389361702128,0.607752083333334,0.119637278368794
"119",62,0.631477083333333,0.5263,0.105177083333333
"120",63,0.598954347826087,0.505160869565217,0.0937934782608696
"121",65,0.457453333333333,0.475951063829787,-0.0184977304964539
"122",67,0.534024444444445,0.521885416666667,0.0121390277777778
"123",74,0.658212765957447,0.631053488372093,0.0271592775853537
"124",82,0.628,0.5277,0.1003
"125",87,0.826685106382979,0.7454875,0.0811976063829787
"126",94,0.978602083333333,0.8410375,0.137564583333333
"127",98,0.737804166666666,0.717872916666667,0.0199312499999997
"128",100,0.766454347826087,0.80995,-0.0434956521739128
"129",101,0.787671739130435,0.742908333333333,0.0447634057971016
"130",103,0.45365,0.42658085106383,0.0270691489361701
"131",106,0.572604347826087,0.568031914893617,0.00457243293246989
"132",108,0.566965957446809,0.522266666666667,0.044699290780142
"133",110,0.54656,0.47914347826087,0.0674165217391303
"134",115,0.488486956521739,0.481217777777778,0.0072691787439611
"135",116,0.674018181818182,0.597386956521739,0.0766312252964425
"136",118,0.9809875,0.73938125,0.24160625
"137",122,0.462871111111111,0.435953191489362,0.0269179196217494
"138",131,0.535734090909091,0.566824444444444,-0.0310903535353534
"139",133,0.514965217391304,0.47371914893617,0.041246068455134
"140",136,0.531460869565217,0.46056875,0.0708921195652173
"141",140,0.615715217391304,0.52316875,0.0925464673913045
"142",145,0.741226666666667,0.562768085106383,0.178458581560284
"143",157,0.535377419354839,0.482660714285714,0.0527167050691245
"144",158,0.579123255813954,0.517715555555555,0.061407700258398
"145",159,0.9688675,0.843290243902439,0.125577256097561
"146",166,0.634225,0.577747916666666,0.0564770833333337
"147",168,0.514540909090909,0.458779166666667,0.0557617424242425
"148",169,0.6308,0.5566,0.0741999999999998
"149",175,0.561272093023256,0.527693181818182,0.0335789112050743
"150",177,0.896782608695652,0.8877375,0.00904510869565256
"151",178,0.670911363636364,0.641497826086957,0.029413537549407
"152",184,0.457631111111111,0.456602083333333,0.00102902777777769
"153",185,0.860535555555556,0.744133333333333,0.116402222222223
"154",186,0.527956818181818,0.471025,0.0569318181818182
"155",190,0.441686363636364,0.406470212765957,0.0352161508704064
"156",191,0.522097674418605,0.512753191489361,0.00934448292924328
"157",194,0.513554347826087,0.475540425531915,0.0380139222941718
"158",195,0.590446808510638,0.530710638297872,0.0597361702127659
"159",201,0.531008695652174,0.512593333333333,0.0184153623188406
"160",202,0.4299,0.4438,-0.0139
"161",209,0.532353191489362,0.506302127659574,0.0260510638297872
